Country Name,Country Code,Series Name,Series Code,2018 [YR2018]
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,2.38476110022344
Albania,ALB,Population growth (annual %),SP.POP.GROW,-0.246732042281782
Algeria,DZA,Population growth (annual %),SP.POP.GROW,2.00737383000812
American Samoa,ASM,Population growth (annual %),SP.POP.GROW,-0.279065761519574
Andorra,AND,Population growth (annual %),SP.POP.GROW,0.00649321134981403
Angola,AGO,Population growth (annual %),SP.POP.GROW,3.27613387502724
Antigua and Barbuda,ATG,Population growth (annual %),SP.POP.GROW,0.897185120114641
Arab World,ARB,Population growth (annual %),SP.POP.GROW,1.91591231602149
Argentina,ARG,Population growth (annual %),SP.POP.GROW,1.01580834908004
Armenia,ARM,Population growth (annual %),SP.POP.GROW,0.236306378760517
Aruba,ABW,Population growth (annual %),SP.POP.GROW,0.453575638777095
Australia,AUS,Population growth (annual %),SP.POP.GROW,1.57484884368487
Austria,AUT,Population growth (annual %),SP.POP.GROW,0.560750838441217
Azerbaijan,AZE,Population growth (annual %),SP.POP.GROW,0.892098894830341
"Bahamas, The",BHS,Population growth (annual %),SP.POP.GROW,1.01095334432863
Bahrain,BHR,Population growth (annual %),SP.POP.GROW,4.92116137205662
Bangladesh,BGD,Population growth (annual %),SP.POP.GROW,1.05004464945676
Barbados,BRB,Population growth (annual %),SP.POP.GROW,0.142439722865012
Belarus,BLR,Population growth (annual %),SP.POP.GROW,-0.13567466715245
Belgium,BEL,Population growth (annual %),SP.POP.GROW,0.411541879773053
Belize,BLZ,Population growth (annual %),SP.POP.GROW,1.92457576999509
Benin,BEN,Population growth (annual %),SP.POP.GROW,2.73486201301479
Bermuda,BMU,Population growth (annual %),SP.POP.GROW,0.147164730563287
Bhutan,BTN,Population growth (annual %),SP.POP.GROW,1.17684339517943
Bolivia,BOL,Population growth (annual %),SP.POP.GROW,1.42189948560338
Bosnia and Herzegovina,BIH,Population growth (annual %),SP.POP.GROW,-0.826854592009436
Botswana,BWA,Population growth (annual %),SP.POP.GROW,2.197675757572
Brazil,BRA,Population growth (annual %),SP.POP.GROW,0.783847578971981
British Virgin Islands,VGB,Population growth (annual %),SP.POP.GROW,0.757847309225455
Brunei Darussalam,BRN,Population growth (annual %),SP.POP.GROW,1.05199374278845
Bulgaria,BGR,Population growth (annual %),SP.POP.GROW,-0.733767859366281
Burkina Faso,BFA,Population growth (annual %),SP.POP.GROW,2.86707836702633
Burundi,BDI,Population growth (annual %),SP.POP.GROW,3.16677344240935
Cabo Verde,CPV,Population growth (annual %),SP.POP.GROW,1.15976676910969
Cambodia,KHM,Population growth (annual %),SP.POP.GROW,1.49035537141766
Cameroon,CMR,Population growth (annual %),SP.POP.GROW,2.61229075104427
Canada,CAN,Population growth (annual %),SP.POP.GROW,1.40924661684667
Caribbean small states,CSS,Population growth (annual %),SP.POP.GROW,0.601162817720862
Cayman Islands,CYM,Population growth (annual %),SP.POP.GROW,1.2418234783193
Central African Republic,CAF,Population growth (annual %),SP.POP.GROW,1.51905153699811
Central Europe and the Baltics,CEB,Population growth (annual %),SP.POP.GROW,-0.220882354790533
Chad,TCD,Population growth (annual %),SP.POP.GROW,3.02357969868233
Channel Islands,CHI,Population growth (annual %),SP.POP.GROW,1.0814932456123
Chile,CHL,Population growth (annual %),SP.POP.GROW,1.39101054110467
China,CHN,Population growth (annual %),SP.POP.GROW,0.455899678672578
Colombia,COL,Population growth (annual %),SP.POP.GROW,1.51727089084319
Comoros,COM,Population growth (annual %),SP.POP.GROW,2.23917061120128
"Congo, Dem. Rep.",COD,Population growth (annual %),SP.POP.GROW,3.22669890036105
"Congo, Rep.",COG,Population growth (annual %),SP.POP.GROW,2.58170130027223
Costa Rica,CRI,Population growth (annual %),SP.POP.GROW,0.99478225758881
Cote d'Ivoire,CIV,Population growth (annual %),SP.POP.GROW,2.55235886056005
Croatia,HRV,Population growth (annual %),SP.POP.GROW,-0.855405632614006
Cuba,CUB,Population growth (annual %),SP.POP.GROW,-0.00988649624040443
Curacao,CUW,Population growth (annual %),SP.POP.GROW,-0.203734790367624
Cyprus,CYP,Population growth (annual %),SP.POP.GROW,0.809225398288843
Czech Republic,CZE,Population growth (annual %),SP.POP.GROW,0.294597801117122
Denmark,DNK,Population growth (annual %),SP.POP.GROW,0.561579124028305
Djibouti,DJI,Population growth (annual %),SP.POP.GROW,1.5578736070438
Dominica,DMA,Population growth (annual %),SP.POP.GROW,0.233431051672096
Dominican Republic,DOM,Population growth (annual %),SP.POP.GROW,1.07884114802307
Early-demographic dividend,EAR,Population growth (annual %),SP.POP.GROW,1.30806354112624
East Asia & Pacific,EAS,Population growth (annual %),SP.POP.GROW,0.605775424177608
East Asia & Pacific (excluding high income),EAP,Population growth (annual %),SP.POP.GROW,0.652568917370559
East Asia & Pacific (IDA & IBRD countries),TEA,Population growth (annual %),SP.POP.GROW,0.654850956051334
Ecuador,ECU,Population growth (annual %),SP.POP.GROW,1.76561120074764
"Egypt, Arab Rep.",EGY,Population growth (annual %),SP.POP.GROW,2.03326217641077
El Salvador,SLV,Population growth (annual %),SP.POP.GROW,0.509367035813322
Equatorial Guinea,GNQ,Population growth (annual %),SP.POP.GROW,3.6545067728316
Eritrea,ERI,Population growth (annual %),SP.POP.GROW,..
Estonia,EST,Population growth (annual %),SP.POP.GROW,0.26532574046817
Eswatini,SWZ,Population growth (annual %),SP.POP.GROW,1.01179839738944
Ethiopia,ETH,Population growth (annual %),SP.POP.GROW,2.62001348207265
Euro area,EMU,Population growth (annual %),SP.POP.GROW,0.181381489078262
Europe & Central Asia,ECS,Population growth (annual %),SP.POP.GROW,0.368511547343985
Europe & Central Asia (excluding high income),ECA,Population growth (annual %),SP.POP.GROW,0.501868443754063
Europe & Central Asia (IDA & IBRD countries),TEC,Population growth (annual %),SP.POP.GROW,0.448856881531185
European Union,EUU,Population growth (annual %),SP.POP.GROW,0.199586639438238
Faroe Islands,FRO,Population growth (annual %),SP.POP.GROW,0.342876363511462
Fiji,FJI,Population growth (annual %),SP.POP.GROW,0.684181932039617
Finland,FIN,Population growth (annual %),SP.POP.GROW,0.178410431838419
Fragile and conflict affected situations,FCS,Population growth (annual %),SP.POP.GROW,2.20120684981846
France,FRA,Population growth (annual %),SP.POP.GROW,0.182439828965582
French Polynesia,PYF,Population growth (annual %),SP.POP.GROW,0.569178577392632
Gabon,GAB,Population growth (annual %),SP.POP.GROW,2.60295406093609
"Gambia, The",GMB,Population growth (annual %),SP.POP.GROW,2.94672228129321
Georgia,GEO,Population growth (annual %),SP.POP.GROW,0.0803324454878194
Germany,DEU,Population growth (annual %),SP.POP.GROW,0.327228150005957
Ghana,GHA,Population growth (annual %),SP.POP.GROW,2.19282883696746
Gibraltar,GIB,Population growth (annual %),SP.POP.GROW,-0.0296533525287643
Greece,GRC,Population growth (annual %),SP.POP.GROW,-0.251471724522021
Greenland,GRL,Population growth (annual %),SP.POP.GROW,-0.260258979661646
Grenada,GRD,Population growth (annual %),SP.POP.GROW,0.521752829835629
Guam,GUM,Population growth (annual %),SP.POP.GROW,0.901084421670108
Guatemala,GTM,Population growth (annual %),SP.POP.GROW,1.9487986359316
Guinea,GIN,Population growth (annual %),SP.POP.GROW,2.83313635348047
Guinea-Bissau,GNB,Population growth (annual %),SP.POP.GROW,2.49377196123486
Guyana,GUY,Population growth (annual %),SP.POP.GROW,0.486803065283861
Haiti,HTI,Population growth (annual %),SP.POP.GROW,1.2739963989891
Heavily indebted poor countries (HIPC),HPC,Population growth (annual %),SP.POP.GROW,2.78329756962958
High income,HIC,Population growth (annual %),SP.POP.GROW,0.488412288351611
Honduras,HND,Population growth (annual %),SP.POP.GROW,1.66710361374407
"Hong Kong SAR, China",HKG,Population growth (annual %),SP.POP.GROW,0.799050247136158
Hungary,HUN,Population growth (annual %),SP.POP.GROW,-0.196157389848075
Iceland,ISL,Population growth (annual %),SP.POP.GROW,2.9196850184929
India,IND,Population growth (annual %),SP.POP.GROW,1.03732336037888
Indonesia,IDN,Population growth (annual %),SP.POP.GROW,1.1337698607638
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,1.38647970473313
Iraq,IRQ,Population growth (annual %),SP.POP.GROW,2.3184640284933
Ireland,IRL,Population growth (annual %),SP.POP.GROW,0.954742911312071
Isle of Man,IMN,Population growth (annual %),SP.POP.GROW,0.571344926815681
Israel,ISR,Population growth (annual %),SP.POP.GROW,1.93787994310203
Italy,ITA,Population growth (annual %),SP.POP.GROW,-0.174304003809544
Jamaica,JAM,Population growth (annual %),SP.POP.GROW,0.478235140362221
Japan,JPN,Population growth (annual %),SP.POP.GROW,-0.202670345017896
Jordan,JOR,Population growth (annual %),SP.POP.GROW,1.79215692220237
Kazakhstan,KAZ,Population growth (annual %),SP.POP.GROW,1.31478014575849
Kenya,KEN,Population growth (annual %),SP.POP.GROW,2.30594867522983
Kiribati,KIR,Population growth (annual %),SP.POP.GROW,1.46869012445746
"Korea, Dem. People’s Rep.",PRK,Population growth (annual %),SP.POP.GROW,0.470124289654097
"Korea, Rep.",KOR,Population growth (annual %),SP.POP.GROW,0.327939403431369
Kosovo,XKX,Population growth (annual %),SP.POP.GROW,0.794345852546323
Kuwait,KWT,Population growth (annual %),SP.POP.GROW,1.98243953053414
Kyrgyz Republic,KGZ,Population growth (annual %),SP.POP.GROW,1.87955029622417
Lao PDR,LAO,Population growth (annual %),SP.POP.GROW,1.54802299147207
Late-demographic dividend,LTE,Population growth (annual %),SP.POP.GROW,0.542394417847532
Latin America & Caribbean,LCN,Population growth (annual %),SP.POP.GROW,0.941967091541571
Latin America & Caribbean (excluding high income),LAC,Population growth (annual %),SP.POP.GROW,0.954793338629315
Latin America & the Caribbean (IDA & IBRD countries),TLA,Population growth (annual %),SP.POP.GROW,0.986256835555693
Latvia,LVA,Population growth (annual %),SP.POP.GROW,-0.811937907399897
Least developed countries: UN classification,LDC,Population growth (annual %),SP.POP.GROW,2.36195486563658
Lebanon,LBN,Population growth (annual %),SP.POP.GROW,0.542458659560969
Lesotho,LSO,Population growth (annual %),SP.POP.GROW,0.796281136528556
Liberia,LBR,Population growth (annual %),SP.POP.GROW,2.45252259258425
Libya,LBY,Population growth (annual %),SP.POP.GROW,1.47586738980959
Liechtenstein,LIE,Population growth (annual %),SP.POP.GROW,0.290582690270153
Lithuania,LTU,Population growth (annual %),SP.POP.GROW,-1.38380431071839
Low & middle income,LMY,Population growth (annual %),SP.POP.GROW,1.22725078434512
Low income,LIC,Population growth (annual %),SP.POP.GROW,2.6136887459942
Lower middle income,LMC,Population growth (annual %),SP.POP.GROW,1.39143662337442
Luxembourg,LUX,Population growth (annual %),SP.POP.GROW,1.89231468434563
"Macao SAR, China",MAC,Population growth (annual %),SP.POP.GROW,1.44331136552005
Madagascar,MDG,Population growth (annual %),SP.POP.GROW,2.6696132402134
Malawi,MWI,Population growth (annual %),SP.POP.GROW,2.64191728771031
Malaysia,MYS,Population growth (annual %),SP.POP.GROW,1.35251165124592
Maldives,MDV,Population growth (annual %),SP.POP.GROW,3.81313622480854
Mali,MLI,Population growth (annual %),SP.POP.GROW,3.00791357916659
Malta,MLT,Population growth (annual %),SP.POP.GROW,3.26472013750544
Marshall Islands,MHL,Population growth (annual %),SP.POP.GROW,0.60959569220907
Mauritania,MRT,Population growth (annual %),SP.POP.GROW,2.78043440578277
Mauritius,MUS,Population growth (annual %),SP.POP.GROW,0.0545472669534157
Mexico,MEX,Population growth (annual %),SP.POP.GROW,1.12642114890216
"Micronesia, Fed. Sts.",FSM,Population growth (annual %),SP.POP.GROW,1.05400821370478
Middle East & North Africa,MEA,Population growth (annual %),SP.POP.GROW,1.73541850837286
Middle East & North Africa (excluding high income),MNA,Population growth (annual %),SP.POP.GROW,1.6863669426656
Middle East & North Africa (IDA & IBRD countries),TMN,Population growth (annual %),SP.POP.GROW,1.67584329626051
Middle income,MIC,Population growth (annual %),SP.POP.GROW,1.05763212689602
Moldova,MDA,Population growth (annual %),SP.POP.GROW,-0.0933886780058336
Monaco,MCO,Population growth (annual %),SP.POP.GROW,0.752527100059372
Mongolia,MNG,Population growth (annual %),SP.POP.GROW,1.796009979898
Montenegro,MNE,Population growth (annual %),SP.POP.GROW,-0.00449901102173483
Morocco,MAR,Population growth (annual %),SP.POP.GROW,1.25079496436022
Mozambique,MOZ,Population growth (annual %),SP.POP.GROW,2.91345897465103
Myanmar,MMR,Population growth (annual %),SP.POP.GROW,0.608482651749138
Namibia,NAM,Population growth (annual %),SP.POP.GROW,1.88227929401189
Nauru,NRU,Population growth (annual %),SP.POP.GROW,-1.34482089317817
Nepal,NPL,Population growth (annual %),SP.POP.GROW,1.6539802386854
Netherlands,NLD,Population growth (annual %),SP.POP.GROW,0.580410753764695
New Caledonia,NCL,Population growth (annual %),SP.POP.GROW,1.31466608833004
New Zealand,NZL,Population growth (annual %),SP.POP.GROW,1.89273580152215
Nicaragua,NIC,Population growth (annual %),SP.POP.GROW,1.25535796724705
Niger,NER,Population growth (annual %),SP.POP.GROW,3.81686919885997
Nigeria,NGA,Population growth (annual %),SP.POP.GROW,2.58654585214901
North America,NAC,Population growth (annual %),SP.POP.GROW,0.701862096885051
North Macedonia,MKD,Population growth (annual %),SP.POP.GROW,0.0461949888093546
Northern Mariana Islands,MNP,Population growth (annual %),SP.POP.GROW,0.564156497878011
Norway,NOR,Population growth (annual %),SP.POP.GROW,0.705638419101121
Not classified,INX,Population growth (annual %),SP.POP.GROW,..
OECD members,OED,Population growth (annual %),SP.POP.GROW,0.563458637020148
Oman,OMN,Population growth (annual %),SP.POP.GROW,3.44511796571903
Other small states,OSS,Population growth (annual %),SP.POP.GROW,2.0239246669851
Pacific island small states,PSS,Population growth (annual %),SP.POP.GROW,1.45663696499629
Pakistan,PAK,Population growth (annual %),SP.POP.GROW,2.05587986968414
Palau,PLW,Population growth (annual %),SP.POP.GROW,0.554390332143348
Panama,PAN,Population growth (annual %),SP.POP.GROW,1.69258054975119
Papua New Guinea,PNG,Population growth (annual %),SP.POP.GROW,1.97476017811245
Paraguay,PRY,Population growth (annual %),SP.POP.GROW,1.28784451697628
Peru,PER,Population growth (annual %),SP.POP.GROW,1.71824651729878
Philippines,PHL,Population growth (annual %),SP.POP.GROW,1.39613428041081
Poland,POL,Population growth (annual %),SP.POP.GROW,0.00980074960984292
Portugal,PRT,Population growth (annual %),SP.POP.GROW,-0.180137490722825
Post-demographic dividend,PST,Population growth (annual %),SP.POP.GROW,0.358224317829254
Pre-demographic dividend,PRE,Population growth (annual %),SP.POP.GROW,2.79176218538421
Puerto Rico,PRI,Population growth (annual %),SP.POP.GROW,-3.98350008527716
Qatar,QAT,Population growth (annual %),SP.POP.GROW,2.06868446561438
Romania,ROU,Population growth (annual %),SP.POP.GROW,-0.581419208735541
Russian Federation,RUS,Population growth (annual %),SP.POP.GROW,-0.0129353844507104
Rwanda,RWA,Population growth (annual %),SP.POP.GROW,2.6440088912302
Samoa,WSM,Population growth (annual %),SP.POP.GROW,0.397464519045097
San Marino,SMR,Population growth (annual %),SP.POP.GROW,0.337998424249194
Sao Tome and Principe,STP,Population growth (annual %),SP.POP.GROW,1.88421735403656
Saudi Arabia,SAU,Population growth (annual %),SP.POP.GROW,1.79887529985771
Senegal,SEN,Population growth (annual %),SP.POP.GROW,2.78193167027988
Serbia,SRB,Population growth (annual %),SP.POP.GROW,-0.553799324424721
Seychelles,SYC,Population growth (annual %),SP.POP.GROW,0.954291917891324
Sierra Leone,SLE,Population growth (annual %),SP.POP.GROW,2.13664820752458
Singapore,SGP,Population growth (annual %),SP.POP.GROW,0.469704298714121
Sint Maarten (Dutch part),SXM,Population growth (annual %),SP.POP.GROW,0.196976475763271
Slovak Republic,SVK,Population growth (annual %),SP.POP.GROW,0.142914342882467
Slovenia,SVN,Population growth (annual %),SP.POP.GROW,0.0476079897519612
Small states,SST,Population growth (annual %),SP.POP.GROW,1.72854420948407
Solomon Islands,SLB,Population growth (annual %),SP.POP.GROW,2.61013377594308
Somalia,SOM,Population growth (annual %),SP.POP.GROW,2.83176765182727
South Africa,ZAF,Population growth (annual %),SP.POP.GROW,1.35769728766652
South Asia,SAS,Population growth (annual %),SP.POP.GROW,1.20218138817778
South Asia (IDA & IBRD),TSA,Population growth (annual %),SP.POP.GROW,1.20218138817778
South Sudan,SSD,Population growth (annual %),SP.POP.GROW,0.595441569950834
Spain,ESP,Population growth (annual %),SP.POP.GROW,0.2797198925747
Sri Lanka,LKA,Population growth (annual %),SP.POP.GROW,1.04839295829763
St. Kitts and Nevis,KNA,Population growth (annual %),SP.POP.GROW,0.757999915891058
St. Lucia,LCA,Population growth (annual %),SP.POP.GROW,0.514822933775617
St. Martin (French part),MAF,Population growth (annual %),SP.POP.GROW,1.9072966556036
St. Vincent and the Grenadines,VCT,Population growth (annual %),SP.POP.GROW,0.348123621752864
Sub-Saharan Africa,SSF,Population growth (annual %),SP.POP.GROW,2.68083126790228
Sub-Saharan Africa (excluding high income),SSA,Population growth (annual %),SP.POP.GROW,2.68098843916147
Sub-Saharan Africa (IDA & IBRD countries),TSS,Population growth (annual %),SP.POP.GROW,2.68083126790228
Sudan,SDN,Population growth (annual %),SP.POP.GROW,2.39226526455048
Suriname,SUR,Population growth (annual %),SP.POP.GROW,0.958587768978366
Sweden,SWE,Population growth (annual %),SP.POP.GROW,1.23985370981945
Switzerland,CHE,Population growth (annual %),SP.POP.GROW,0.762633818427414
Syrian Arab Republic,SYR,Population growth (annual %),SP.POP.GROW,-0.952015451839186
Tajikistan,TJK,Population growth (annual %),SP.POP.GROW,2.45346505862171
Tanzania,TZA,Population growth (annual %),SP.POP.GROW,2.98167411522997
Thailand,THA,Population growth (annual %),SP.POP.GROW,0.3154482592337
Timor-Leste,TLS,Population growth (annual %),SP.POP.GROW,1.96810074007246
Togo,TGO,Population growth (annual %),SP.POP.GROW,2.44590420703926
Tonga,TON,Population growth (annual %),SP.POP.GROW,1.16865776085892
Trinidad and Tobago,TTO,Population growth (annual %),SP.POP.GROW,0.417170468699778
Tunisia,TUN,Population growth (annual %),SP.POP.GROW,1.14582776626243
Turkey,TUR,Population growth (annual %),SP.POP.GROW,1.49044486780679
Turkmenistan,TKM,Population growth (annual %),SP.POP.GROW,1.6064157574868
Turks and Caicos Islands,TCA,Population growth (annual %),SP.POP.GROW,1.47100807081477
Tuvalu,TUV,Population growth (annual %),SP.POP.GROW,1.20641379268569
Uganda,UGA,Population growth (annual %),SP.POP.GROW,3.72138730033183
Ukraine,UKR,Population growth (annual %),SP.POP.GROW,-0.46643010293891
United Arab Emirates,ARE,Population growth (annual %),SP.POP.GROW,1.50389675992433
United Kingdom,GBR,Population growth (annual %),SP.POP.GROW,0.649023744823203
United States,USA,Population growth (annual %),SP.POP.GROW,0.619431053430858
Upper middle income,UMC,Population growth (annual %),SP.POP.GROW,0.680328005242245
Uruguay,URY,Population growth (annual %),SP.POP.GROW,0.367502622828282
Uzbekistan,UZB,Population growth (annual %),SP.POP.GROW,1.73486231625929
Vanuatu,VUT,Population growth (annual %),SP.POP.GROW,2.48028072634676
"Venezuela, RB",VEN,Population growth (annual %),SP.POP.GROW,-1.78586485636739
Vietnam,VNM,Population growth (annual %),SP.POP.GROW,0.99271637481877
Virgin Islands (U.S.),VIR,Population growth (annual %),SP.POP.GROW,-0.27165178086032
West Bank and Gaza,PSE,Population growth (annual %),SP.POP.GROW,2.5330114844554
World,WLD,Population growth (annual %),SP.POP.GROW,1.10877387593369
"Yemen, Rep.",YEM,Population growth (annual %),SP.POP.GROW,2.35702251757589
Zambia,ZMB,Population growth (annual %),SP.POP.GROW,2.91280100356014
Zimbabwe,ZWE,Population growth (annual %),SP.POP.GROW,1.41078272176006
,,,,
,,,,
,,,,
Data from database: Population estimates and projections,,,,
Last Updated: 09/19/2019,,,,
